subject,action,video,start_frame,x_global_mean,x_mean_variation,x_avg_movement,x_max_movement,y_global_mean,y_mean_variation,y_avg_movement,y_max_movement,z_global_mean,z_mean_variation,z_avg_movement,z_max_movement,v_global_mean,v_mean_variation,v_avg_movement,v_max_movement,avg_velocity,max_velocity,velocity_std,mean_angle,angle_std,max_angle,mean_aspect,aspect_std,mean_ground_contact,min_ground_contact,movement_jerk,label
Subject 1,ADL,03.mp4,75,0.5822260607222115,0.1896229122992363,0.0076794830721009,0.0244897118708471,0.4928257624609302,0.0394415089506934,0.0055401933068397,0.03251550665784,-0.0408067043523205,0.1761036407530401,0.029125856900504,0.0603792057473982,0.8034980371669688,0.3159041862603842,0.0169209312573747,0.0681927158054635,0.0037458716065635,0.0162206221798197,0.0036656935824893,89.45029407227236,1.7603610682828934,92.94900714390904,0.2027899902652244,0.0076170911805324,0.5274967571099599,0.5135769844055176,0.0028226094886154,0
Subject 1,ADL,03.mp4,90,0.580738314895919,0.1915645396458276,0.0034236944967878,0.0147933556947667,0.4947820459652428,0.0415819797974733,0.0025447962933835,0.0102321250218303,-0.0414491751290342,0.1728391190966364,0.0196675282587666,0.0525437074656412,0.7911413362155658,0.3371748383765219,0.0064853864314007,0.0345417164547915,0.0019698047686346,0.0050934008258558,0.0013262197665249,87.93546718169306,0.2940765620074075,88.79839614829983,0.1996444298919773,0.0052833046820902,0.537175730864207,0.527628481388092,0.0019282151287097,0
Subject 1,ADL,03.mp4,105,0.5792566219062517,0.1917780136596966,0.0026381192112527,0.0111415095398423,0.4961054279948725,0.0410094327030173,0.0021000533192586,0.0091017904451724,-0.0409124842907814,0.185334075856048,0.0214377886656902,0.0587142165416538,0.7880245888568086,0.3432890902853082,0.0020713072339809,0.0126572755695373,0.0017769704049196,0.0047445575474854,0.0011823936460143,88.14759778686691,0.3088383192251772,88.75176810928699,0.1980012857861712,0.0025843608865011,0.5387060046195984,0.5340960025787354,0.0015751561831575,0
Subject 1,ADL,03.mp4,120,0.5779098365945046,0.190921174025646,0.0031623553917711,0.0144492921812705,0.4967340136116201,0.0402256730842344,0.0019817339470122,0.0088213799698576,-0.0409112125556361,0.1822339911881806,0.0213336241182956,0.0609346118833039,0.7889707224293038,0.3436192392976018,0.002318384409351,0.0204110147358229,0.0018633870458426,0.0061222786350172,0.0012932567601098,87.8147998414824,0.6195085857561248,88.75176810928699,0.1982730749268877,0.0022657864215378,0.5368343532085419,0.5272476673126221,0.0015073107572614,0
Subject 1,ADL,03.mp4,135,0.5777969589588619,0.1902987776267165,0.0039525899847749,0.0179862476633069,0.4947608269525297,0.0405743826056954,0.0030748785797404,0.0122796081589258,-0.0295044840370231,0.1714409734043152,0.0198681135268373,0.0448307816564702,0.7908060052027607,0.340236229524033,0.0036636304353071,0.023615971562918,0.0021043558722668,0.0061222786350172,0.0012828300413174,86.72090709506871,0.6691887861436285,87.79171930320099,0.2014717837230234,0.005987387008452,0.53506973584493,0.5272476673126221,0.0014911686036857,0
Subject 1,ADL,03.mp4,150,0.5792261774943332,0.1908718873078613,0.0036100030092382,0.0166288851849989,0.4931844524361871,0.0414791910657915,0.0022534583174913,0.0091127294611252,-0.0230056549556202,0.1710646900943282,0.0154421632261105,0.036253812133707,0.7877938779691854,0.3407478532862756,0.0046816948471259,0.0378732905694504,0.0019104427357014,0.0040491249782222,0.0008475707933628,86.4505830877931,0.3472582481362856,86.95023282865114,0.2039218023835775,0.0059168961352418,0.5357118666172027,0.5303437113761902,0.0009049335003536,0
Subject 1,ADL,03.mp4,165,0.5791235487117912,0.1909591374930797,0.0035780726163597,0.0181406960055731,0.4939698337906538,0.0407319498992818,0.0023477108491289,0.0082718256151392,-0.0294892521974903,0.1720259904379723,0.0137866253068564,0.0293518594072383,0.7847997103149843,0.3437553828161978,0.0023484310913631,0.0187184454812071,0.0018564370744892,0.0055194491804182,0.0010077292831039,86.8621787960135,0.1580337487822188,87.12866776524766,0.200913752393996,0.0057144075131061,0.5359142343203227,0.5303437113761902,0.0011957565379925,0
Subject 1,ADL,04.mp4,0,0.5861260412768885,0.1908659358336564,0.0118788694679675,0.0387834445621387,0.4930580398651084,0.0366974290862202,0.0078233220620526,0.0197222810505347,0.0118225624555818,0.1738202248414363,0.0666225664087095,0.1512073846749295,0.7839868314093862,0.3326654334755208,0.0169818389635113,0.0656223071970607,0.0064553992805475,0.0281878389259143,0.0056377663050133,87.84066573094042,2.267957465061962,90.36995147885088,0.1992042994876661,0.0196121203310928,0.5336820284525553,0.5308252573013306,0.0072072031733507,0
Subject 1,ADL,04.mp4,15,0.5606693138829386,0.1738356097759732,0.0327043780855234,0.1195438850704418,0.4705455065977694,0.0428646912866977,0.0266849787779281,0.0679714312540051,-0.0027893054814694,0.1483321815760271,0.0401851892492657,0.1300154190636419,0.7675029811345868,0.3374535705910814,0.016288985272126,0.0724259206659323,0.0096871151478288,0.0281878389259143,0.0059750496453845,85.92882196504411,4.170954560182882,90.36995147885088,0.2899992028952994,0.0925457675847792,0.5366351544857025,0.5199488401412964,0.0088713346570604,0
Subject 1,ADL,04.mp4,30,0.5069773134709608,0.1466538449012998,0.035493131438174,0.0834318472245321,0.431799902669107,0.0670673891329848,0.0320090070910306,0.0548060782445269,-0.0305684151888161,0.1466189540579518,0.0597549556354834,0.1362745915105162,0.783304990675639,0.31877641128243,0.0274230402500164,0.0981627478905975,0.0090152009091885,0.0241265142999785,0.0047515553420776,71.28572779780849,12.830714961919773,89.08587723080838,0.4551771686336808,0.1100551165647744,0.525693279504776,0.51068514585495,0.0057888164044031,0
Subject 1,ADL,04.mp4,45,0.4703655739173744,0.1238348753938702,0.0216932831845608,0.0362380664084753,0.4075126289719283,0.1001182418763825,0.0238495481344498,0.0399509589860731,-0.0937378583005582,0.1455676537175092,0.0584399665427184,0.1699114355051651,0.8219338518388646,0.2758828963558793,0.0284507785016902,0.1172235025343521,0.0052429191234797,0.0078476945542725,0.0014802156957348,48.352234247969584,13.73805915409609,74.33104900159123,0.6939994623861436,0.1895738099946931,0.5316847821076711,0.51068514585495,0.0014714549522669,0
Subject 1,ADL,04.mp4,60,0.4576912474451643,0.1024989942908631,0.0177717566368337,0.0355278387482304,0.4048509573846152,0.140827336212826,0.0299783797008886,0.1303821758163792,-0.1181414567711239,0.1614558387550809,0.0845894715030451,0.1519618897778967,0.8572398387572981,0.239454763771658,0.0243869293005483,0.1492521348740613,0.0064861219987777,0.013879124390254,0.0027509941643305,27.913333553316598,10.3205002800521,46.7552373387128,1.2701712577122417,0.5027060097914123,0.632426263888677,0.512431263923645,0.0023057290271357,0
Subject 1,ADL,04.mp4,75,0.4409802484391916,0.0772915495569803,0.027668254728212,0.0463100339308746,0.4324304660161336,0.2002629185053809,0.0395829031755595,0.1814298004841969,-0.2024712350903281,0.1696725421383662,0.1130044867573435,0.1968622717627459,0.8798201619525147,0.1938852533546104,0.0323249466996011,0.2176924475244322,0.0077860397339737,0.013879124390254,0.0022586520796457,12.244447855651789,8.010292023521247,25.763688730522915,2.484869443507411,0.8874759277240976,0.7709362010161082,0.6268609762191772,0.0022462464691905,0
Subject 1,ADL,04.mp4,90,0.4214874116760312,0.0592847570289332,0.0212503819315377,0.0372967985152643,0.4590685955803804,0.2515094962603644,0.0181225824851262,0.044824682618709,-0.3159876168598074,0.1550379939377803,0.0747541999402074,0.1404104139070467,0.8856135874083548,0.1655165855655372,0.0218864547532979,0.0936276970258978,0.0055275838671775,0.0102000737889421,0.0022646213171368,4.683088148209255,3.3156067265445337,12.458803460484496,3.559215683301227,0.4264264177896099,0.8458742638429005,0.7848159074783325,0.0018169087080793,0
Subject 1,ADL,04.mp4,105,0.4229914468948287,0.057028207745822,0.0131070170767352,0.019094160146289,0.4568260837082911,0.2682628590301811,0.0163893461577647,0.0290620883706477,-0.3028477859840319,0.1393424471137977,0.0710822909868714,0.1119628207432123,0.8960693418979646,0.1525176891153654,0.0229333281480306,0.0855869013942913,0.0041572904643832,0.0102000737889421,0.0017771138890131,3.020043944287389,1.751697478268497,6.404804721426648,3.7656199810591056,0.1468483489451599,0.8692071954409282,0.8522359132766724,0.0015635614899687,0
Subject 1,ADL,04.mp4,120,0.4294961621062924,0.047310287701118,0.0119986848791474,0.0453413522564741,0.450242179248369,0.2760467722769173,0.0131705715475335,0.0273142986256634,-0.2780421571614987,0.1325415952074942,0.047644802733488,0.0874256799443812,0.9302403660133632,0.1019461909806173,0.028149251834005,0.1263538362402412,0.0033041087211959,0.0074398628565719,0.0019206439407816,1.9148901137838896,0.7485149313518293,3.042857638987857,4.004224422152976,0.3310554064750254,0.8784771839777629,0.8638826012611389,0.0012078496929815,0
Subject 1,ADL,04.mp4,135,0.4289992590444256,0.0394196903631343,0.0030848858050685,0.0071404823560213,0.4523415576252672,0.2778208294719208,0.0069437943644664,0.0165405381403603,-0.2950510522783404,0.1358819834787701,0.0179518811648488,0.0282280788520014,0.9564097710932143,0.0673599163184037,0.0051818195265107,0.0299006754001695,0.001447384653004,0.0058027055183368,0.0012662596347104,1.770482364855764,0.3614464719514886,2.9248574214462546,4.44427277740601,0.1578345969316869,0.8847286403179169,0.8808413743972778,0.0008883237222784,0
Subject 1,ADL,05.mp4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21698583789410542,0.7780973782142003,0.7564328908920288,0.0023676871922117503,0
Subject 1,ADL,05.mp4,15,0.1567554612051356,0.0147386009404641,0.3146333888197603,0.3557997711496577,0.1304222347158374,0.0443586331770887,0.2649574772382658,0.4179611355325033,-0.0430550991389383,0.0705700428625291,0.1733887657459222,0.2268957292591938,0.1789319566403976,0.0218202826536261,0.3583145890202704,0.3997282261496163,0.2285673406755349,1.094314594487516,0.4282896473836023,10.269184348782892,3.8381719825652256,13.30176573885968,2.4156326643254493,0.7769710310693612,0.1969901899496714,0.0,0.3820616493978609,0
Subject 1,ADL,05.mp4,30,0.3069482191945568,0.0163433491495687,0.339381059405069,0.369141723385151,0.2893028308345813,0.0771034778357125,0.3244208110542185,0.4690477638301386,-0.0686257907490462,0.109790411411793,0.178377990852115,0.2191242262788732,0.3895489380516187,0.0705100211688292,0.4208525208711318,0.4979532095653948,0.3863787472315993,1.094314594487516,0.463318146086858,91.77569523729422,81.59308440799516,175.0621541177338,5.125017811622358,2.8165102984820503,0.3982302586237589,0.0,0.4999992898270278,0
Subject 1,ADL,05.mp4,45,0.4137092843501255,0.0127623249194831,0.2316563877540274,0.2445335757767675,0.4232496203384315,0.0991570683298028,0.2649235689088955,0.394647535360695,-0.0428534121995037,0.0873174573596211,0.1225244273923846,0.187964381112622,0.5604368016274288,0.1773859932099742,0.3205555604561066,0.4197416382675818,0.1601522165533754,0.9075701094931132,0.2781444960869041,166.23800215084296,33.33237333090187,175.0621541177338,6.656824182470058,2.2378077483906105,0.5426575673123201,0.0,0.2757508259324773,0
